Player,Team,Number,Position,Height,Weight,Last Attended,Country
Kevin Thompson,POR,35.0,C,6-11,260,North Carolina State,USA
Klay Thompson,GSW,11.0,G,6-6,220,Washington State,USA
La SalleThompson,SAC,41.0,C-F,6-10,260,Texas-Austin,USA
Mychal Thompson,POR,43.0,C,6-10,226,Minnesota,USA
Mychel Thompson,CLE,21.0,F,6-6,211,Pepperdine,USA
Paul Thompson,CLE,44.0,G,6-6,210,Tulane,USA
Stephen Thompson,SAC,5.0,F,6-4,185,Syracuse,USA
Tristan Thompson,CHI,3.0,C-F,6-9,254,Texas-Austin,Canada
J TThor,CHA,21.0,F,6-9,203,Auburn,USA
Rod Thorn,OKC,44.0,G,6-4,195,West Virginia,USA
Al Thornton,LAC,23.0,F,6-8,235,Florida State,USA
Bob Thornton,PHI,34.0,F,6-10,225,California-Irvine,USA
Marcus Thornton,SAC,15.0,F-G,6-4,205,Louisiana State,USA
Sindarius Thornwell,LAC,15.0,G,6-4,215,South Carolina,USA
Otis Thorpe,HOU,52.0,C-F,6-10,248,Providence,USA
Sedale Threatt,LAL,2.0,G,6-2,185,West Virginia Tech,USA
Nate Thurmond,GSW,42.0,C,6-11,225,Bowling Green,USA
Mel Thurston,PRO,,G,6-0,175,Canisius,USA
Matisse Thybulle,POR,4.0,G-F,6-5,201,Washington,USA
Howard Tidrick,BAL,,,,,Washington & Jefferson,USA
Dan Tieman,SAC,41.0,G,6-0,185,Thomas More,USA
Killian Tillie,MEM,35.0,F-C,6-9,220,Gonzaga,France
Darren Tillis,GSW,22.0,C,6-11,215,Cleveland State,USA
Xavier Tillman,MEM,2.0,F,6-7,245,Michigan State,USA
Jack Tingle,WAS,,F,6-4,205,Kentucky,USA
Jamaal Tinsley,IND,6.0,G,6-3,197,Iowa State,USA
Wayman Tisdale,SAC,23.0,F,6-9,260,Oklahoma,USA
Mike Tobey,CHA,10.0,C,7-0,260,Virginia,USA
Isaiah Todd,WAS,14.0,F,6-9,219,NBA G League Ignite,USA
Marko Todorovich,ATL,19.0,F,6-5,220,Wyoming,USA
Ray Tolbert,OKC,44.0,F,6-9,225,Indiana,USA
Tom Tolbert,GSW,39.0,F,6-7,235,Arizona,USA
Anthony Tolliver,DET,43.0,F,6-8,240,Creighton,USA
Dean Tolson,OKC,20.0,F,6-8,190,Arkansas,USA
Rudy Tomjanovich,HOU,45.0,F,6-8,218,Michigan,USA
Andrew Toney,PHI,22.0,G,6-3,178,Louisiana-Lafayette,USA
Sedric Toney,ATL,4.0,G,6-2,178,Dayton,USA
Andy Tonkovich,PRO,,G,6-1,185,Marshall,USA
Andy Toolson,UTA,5.0,F,6-6,210,Brigham Young,USA
Jack Toomay,DN,,C,6-6,215,Pacific,USA
Bernard Toone,PHI,3.0,F,6-9,210,Marquette,USA
Obi Toppin,NYK,1.0,F,6-9,220,Dayton,USA
Irv Torgoff,WAS,,F,6-1,192,Long Island-Brooklyn,USA
Gene Tormohlen,ATL,34.0,C,6-8,230,Tennessee,USA
Oscar Torres,HOU,18.0,G-F,6-6,210,Trotamundos,Venezuela
Juan Toscano-Anderson,UTA,95.0,F,6-6,209,Marquette,USA
Bill Tosheff,INO,9.0,G,6-1,175,Indiana,USA
Bob Tough,DET,20.0,G,6-0,185,St. John's (NY),USA
Axel Toupane,DEN,66.0,G-F,6-7,210,Strasbourg IG,France
Monte Towe,DEN,13.0,G,5-7,150,North Carolina State,USA
Keith Tower,LAC,51.0,C,6-11,250,Notre Dame,USA
William Towery,BAL,,C,6-4,210,Western Kentucky,USA
Linton Townes,POR,2.0,F,6-7,190,James Madison,USA
Karl- AnthonyTowns,MIN,32.0,C-F,7-0,248,Kentucky,USA
Raymond Townsend,GSW,11.0,G,6-3,175,UCLA,USA
George Trapp,DET,31.0,F,6-8,205,Long Beach State,USA
John Trapp,HOU,31.0,F,6-7,210,UNLV,USA
Robert Traylor,CLE,32.0,F-C,6-8,284,Michigan,USA
Gary Trent,MIN,20.0,F,6-8,250,Ohio,USA
Gary Trent Jr.,TOR,33.0,G-F,6-5,209,Duke,USA
Jeff Trepagnier,DEN,4.0,G,6-4,200,USC,USA
John Tresvant,WAS,12.0,F,6-7,215,Seattle,USA
Allonzo Trier,NYK,14.0,G,6-5,200,Arizona,USA
Dick Triptow,DET,28.0,G,6-0,170,DePaul,USA
Kelly Tripucka,DET,7.0,F,6-6,220,Notre Dame,USA
Cezary Trybanski,MEM,14.0,C,7-2,240,Znicz Pruszkow,Poland
Jake Tsakalidis,PHX,25.0,C,7-2,290,AEK Athens,Greece
John Tschogl,ATL,26.0,F,6-6,206,California-Santa Barbara,USA
Lou Tsioropoulos,BOS,20.0,F,6-5,190,Kentucky,USA
Nikoloz Tskitishvili,DEN,15.0,F,7-0,225,Benetton Treviso,Georgia
Al Tucker,OKC,35.0,F,6-8,190,Oklahoma Baptist,USA
Alando Tucker,PHX,29.0,F,6-6,205,Wisconsin,USA
Anthony Tucker,WAS,21.0,F,6-8,220,Wake Forest,USA
Jim Tucker,PHI,17.0,F,6-7,185,Duquesne,USA
P. J.Tucker,PHI,17.0,F,6-5,245,Texas,USA
Rayjon Tucker,MIL,59.0,G,6-3,209,Arkansas-Little Rock,USA
Trent Tucker,NYK,6.0,G,6-5,193,Minnesota,USA
Ronny Turiaf,LAL,32.0,C,6-10,241,Gonzaga,France
Mirsad Turkcan,MIL,6.0,F,6-9,216,Efes Pilsen,Turkey
Hedo Turkoglu,ORL,15.0,F,6-10,220,Efes Pilsen,Turkey
Andre Turner,WAS,1.0,G,5-11,160,Memphis,USA
Bill Turner,GSW,34.0,F,6-7,220,Akron,USA
Elston Turner,DEN,21.0,G,6-5,190,Mississippi,USA
Evan Turner,PHI,1.0,G-F,6-6,220,Ohio State,USA
Henry Turner,SAC,9.0,G,6-7,200,California State-Fullerton,USA
Jack Turner,NYK,16.0,G,6-4,170,Western Kentucky,USA
Jack Turner,WAS,,G,6-5,200,Louisville,USA
Jeff Turner,ORL,31.0,F,6-9,230,Vanderbilt,USA
John Turner,HOU,40.0,F,6-8,245,Phillips,USA
Myles Turner,IND,33.0,C-F,6-11,250,Texas,USA
Wayne Turner,BOS,5.0,G,6-2,190,Kentucky,USA
Mel Turpin,CLE,50.0,C,6-11,240,Kentucky,USA
Dave Twardzik,POR,13.0,G,6-1,175,Old Dominion,USA
Jack Twyman,SAC,27.0,F,6-6,210,Cincinnati,USA
B. J.Tyler,PHI,1.0,G,6-1,185,Texas-Austin,USA
Jeremy Tyler,GSW,4.0,F,6-10,250,Tokyo Apache,USA
Terry Tyler,DET,41.0,F,6-7,215,Detroit,USA
Charlie Tyra,NYK,14.0,C,6-8,230,Louisville,USA
Edwin Ubiles,WAS,1.0,F-G,6-6,204,Siena,Puerto Rico
Ekpe Udoh,MIL,33.0,C-F,6-10,245,Baylor,USA
Ime Udoka,SAS,3.0,G-F,6-5,220,Portland State,USA
Beno Udrih,SAC,19.0,G,6-3,205,Olimpia Milano,Slovenia
Roko Ukic,TOR,1.0,G,6-5,183,Virtus Roma,Croatia
Tyler Ulis,PHX,8.0,G,5-10,160,Kentucky,USA
Stanley Umude,DET,14.0,G,6-6,210,Arkansas,USA
Wes Unseld,WAS,41.0,C,6-7,245,Louisville,USA
Hal Uplinger,BAL,,G,6-4,185,Long Island-Brooklyn,USA
Kelvin Upshaw,DAL,5.0,G,6-2,180,Utah,USA
Jarrod Uthoff,DAL,7.0,F,6-9,220,Iowa,USA
Ben Uzoh,BKN,18.0,G,6-3,205,Tulsa,USA
Robert Vaden,OKC,30.0,G-F,6-5,205,Alabama-Birmingham,USA
Jonas Valanciunas,NOP,17.0,C,6-11,265,Lietuvos rytas Vilnius,Lithuania
Darnell Valentine,POR,1.0,G,6-2,183,Kansas,USA
Denzel Valentine,UTA,45.0,G,6-4,220,Michigan State,USA
Ron Valentine,DEN,42.0,F,6-7,210,Old Dominion,USA
John Vallely,ATL,33.0,G,6-3,185,UCLA,USA
Dick Van Arsdale,PHX,5.0,G,6-5,210,Indiana,USA
Tom Van Arsdale,SAC,4.0,F,6-5,202,Indiana,USA
Butch Van Breda Kolff,NYK,17.0,G-F,6-3,185,New York University,USA
Jan Van Breda Kolff,BKN,22.0,F,6-7,195,Vanderbilt,USA
Nick Van Exel,LAL,31.0,G,6-1,190,Cincinnati,USA
Keith Van Horn,BKN,2.0,F,6-10,245,Utah,USA
Norm Van Lier,CHI,4.0,G,6-1,173,St. Francis (PA),USA
Fred VanVleet,TOR,23.0,G,6-0,197,Wichita State,USA
Gene Vance,CHS,11.0,G,6-3,195,Illinois,USA
Log Vander Velden,LAC,25.0,F,6-8,215,Wisconsin-Green Bay,USA
Jarred Vanderbilt,LAL,2.0,F,6-8,214,Kentucky,USA
Ernie Vandeweghe,NYK,18.0,F,6-3,195,Colgate,USA
Kiki Vandeweghe,DEN,55.0,F,6-8,220,UCLA,USA
Nick Vanos,PHX,30.0,C,7-1,255,Santa Clara,USA
David Vanterpool,WAS,22.0,G,6-5,200,St. Bonaventure,USA
Ratko Varda,DET,50.0,C,7-1,265,Partizan,Bosnia and Herzegovina
Anderson Varejao,CLE,18.0,F,6-11,273,FC Barcelona,Brazil
Jarvis Varnado,PHI,40.0,F-C,6-9,230,Mississippi State,USA
Greivis Vasquez,NOP,21.0,G,6-6,217,Maryland,Venezuela
Devin Vassell,SAS,24.0,G-F,6-5,200,Florida State,USA
Charles Vaughn,ATL,10.0,G,6-3,190,Southern Illinois,USA
David Vaughn,ORL,42.0,F,6-9,240,Memphis,USA
Jacque Vaughn,UTA,11.0,G,6-1,190,Kansas,USA
Rashad Vaughn,MIL,20.0,G,6-6,202,UNLV,USA
Virgil Vaughn,BOS,17.0,F,6-4,205,Western Kentucky,USA
Loy Vaught,LAC,35.0,F-C,6-9,240,Michigan,USA
Bob Verga,POR,17.0,G,6-1,190,Duke,USA
Peter Verhoeven,POR,50.0,F,6-9,215,Fresno State,USA
Jan Vesely,WAS,24.0,F,7-0,242,Partizan,Czech Republic
Gundars Vetra,MIN,2.0,F,6-6,195,VEF Riga,Latvia
Joao Vianna,DAL,31.0,F,6-9,215,Travajara,Brazil
Luca Vildoza,MIL,6.0,G,6-3,190,Baskonia,Argentina
Charlie Villanueva,DET,3.0,F,6-11,232,Connecticut,USA
Gabe Vincent,MIA,2.0,G,6-2,200,California-Santa Barbara,USA
Jay Vincent,DAL,3.0,F,6-7,220,Michigan State,USA
Sam Vincent,ORL,11.0,G,6-2,185,Michigan State,USA
Marcus Vinicius,NOP,11.0,F,6-8,225,Sao Carlos,Brazil
Fred Vinson,OKC,11.0,G,6-4,190,Georgia Tech,USA
Gary Voce,CLE,54.0,F,6-9,240,Notre Dame,USA
Floyd Volker,DN,,,,,Wyoming,USA
Alexander Volkov,ATL,8.0,C,6-10,218,Stroitel,Ukraine
Whitey Von Nieda,BAL,,,,,Penn State,USA
Noah Vonleh,BOS,32.0,F,6-10,257,Indiana,USA
Jake Voskuhl,PHX,77.0,C,6-11,255,Connecticut,USA
Danny Vranes,OKC,20.0,F,6-7,210,Utah,USA
Slavko Vranes,POR,29.0,C,7-5,275,Buducnost,Montenegro
Stojko Vrankovic,LAC,11.0,C,7-2,260,Aris,Croatia
Brett Vroman,UTA,52.0,C,7-0,220,UNLV,USA
Jackson Vroman,NOP,4,F-C,6-10,220,Iowa State,USA
Nikola Vucevic,CHI,9,C,6-10,260,Southern California,Montenegro
Sasha Vujacic,LAL,18,G,6-7,195,Udine,Slovenia
Dean Wade,CLE,32,F-C,6-9,228,Kansas State,USA
Dwyane Wade,MIA,3,G,6-4,220,Marquette,USA
Mark Wade,GSW,10,G,5-11,160,UNLV,USA
Von Wafer,HOU,1,G,6-5,209,Florida State,USA
Clint Wager,DET,17,C,6-5,210,St. Mary's (MN),USA
Dajuan Wagner,CLE,2,G,6-2,200,Memphis,USA
Danny Wagner,SHE,,G,6-0,170,Texas-Austin,USA
Franz Wagner,ORL,22,F,6-10,220,Michigan,Germany
Milt Wagner,LAL,25,G,6-5,185,Louisville,USA
Moritz Wagner,ORL,21,F-C,6-11,245,Michigan,Germany
Ish Wainright,PHX,12,F,6-5,250,Baylor,USA
Dion Waiters,CLE,18,G,6-3,210,Syracuse,USA
Granville Waiters,IND,31,C,6-11,225,Ohio State,USA
Andre Wakefield,DET,15,G,6-2,175,Loyola-Chicago,USA
Neal Walk,PHX,41,C,6-10,220,Florida,USA
Andy Walker,UTA,41,G,6-4,190,Niagara,USA
Antoine Walker,BOS,24,F,6-9,245,Kentucky,USA
Brady Walker,BAL,13,F,6-6,205,Brigham Young,USA
Chet Walker,PHI,25,F,6-7,212,Bradley,USA
Darrell Walker,WAS,20,G,6-4,180,Arkansas,USA
Foots Walker,CLE,1,G,6-1,172,West Georgia,USA
Henry Walker,NYK,5,F,6-6,235,Kansas State,USA
Horace Walker,WAS,15,F,6-3,210,Michigan State,USA
Jabari Walker,POR,34,F,6-7,200,Colorado,USA
Jimmy Walker,DET,24,G,6-3,195,Providence,USA
Kemba Walker,DAL,8,G,6-0,184,Connecticut,USA
Kenny Walker,NYK,15,F,6-8,210,Kentucky,USA
M JWalker,PHX,21,G,6-5,213,Florida State,USA
Phil Walker,WAS,20,G,6-3,180,Millersville,USA
Samaki Walker,LAL,52,F,6-9,260,Louisville,USA
Wally Walker,OKC,42,F,6-8,190,Virginia,USA
Lonnie Walker IV,LAL,4,G-F,6-4,204,Miami,USA
John Wall,LAC,1,G,6-3,210,Kentucky,USA
Ben Wallace,DET,6,F-C,6-9,240,Virginia Union,USA
Gerald Wallace,CHA,45,F,6-7,220,Alabama,USA
John Wallace,TOR,22,F,6-9,225,Syracuse,USA
Michael Wallace,HUS,,,,,Scranton,USA
Rasheed Wallace,POR,30,F-C,6-11,230,North Carolina,USA
Tyrone Wallace,LAC,9,G,6-5,198,California,USA
Dwight Waller,ATL,16-34,F,6-6,220,Tennessee State,USA
Jamie Waller,BKN,15,F,6-4,215,Virginia Union,USA
Jim Walsh,GSW,20,F,6-4,195,Stanford,USA
Matt Walsh,MIA,,G-F,6-6,220,Florida,USA
Rex Walters,BKN,23,G,6-4,195,Kansas,USA
Paul Walther,INO,5,G,6-2,160,Tennessee,USA
Rabbit Walthour,ATL,,G,5-11,163,Benjamin Franklin HS (NY),USA
Bill Walton,POR,32,C,6-11,210,UCLA,USA
Lloyd Walton,MIL,11 12,G,6-0,160,Marquette,USA
Luke Walton,LAL,4,F,6-8,235,Arizona,USA
Derrick Walton Jr.,DET,14,G,6-1,185,Michigan,USA
Brad Wanamaker,WAS,9,G,6-3,210,Pittsburgh,USA
Bobby Wanzer,SAC,9,G,6-0,170,Seton Hall,USA
Perry Warbington,PHI,22,G,6-2,165,Georgia Southern,USA
Charlie Ward,NYK,17,G,6-2,185,Florida State,USA
Gerry Ward,CHI,6,G,6-4,195,Boston College,USA
Henry Ward,SAS,15,G,6-4,195,Jackson State,USA
Casper Ware,PHI,17,G,5-10,175,Long Beach State,USA
Jim Ware,SAC,27,F,6-7,210,Oklahoma City,USA
Ben Warley,PHI,33,F,6-5,200,Tennessee State,USA
Bob Warlick,GSW,23,G,6-5,200,Pepperdine,USA
Cornell Warner,MIL,20-30,F,6-9,220,Jackson State,USA
Jameel Warney,DAL,32,F,6-8,260,Stony Brook,USA
Johnny Warren,CLE,,G,6-3,180,St. John's (NY),USA
T. J.Warren,PHX,21,F,6-8,220,North Carolina State,USA
Willie Warren,LAC,13,G,6-4,203,Oklahoma,USA
Bryan Warrick,WAS,12,G,6-5,195,St. Joseph's (PA),USA
Hakim Warrick,MEM,21,F,6-9,219,Syracuse,USA
Chris Washburn,GSW,50,C,6-11,225,North Carolina State,USA
Julian Washburn,MEM,4,F-G,6-8,209,Texas-El Paso,USA
Bobby Washington,CLE,17,G,5-11,175,Eastern Kentucky,USA
Darius Washington,SAS,35,G,6-2,195,Memphis,USA
Duane Washington,BKN,10,G,6-4,195,Middle Tennessee State,USA
Dwayne Washington,BKN,31,G,6-2,190,Syracuse,USA
Eric Washington,DEN,14,F-G,6-4,190,Alabama,USA
Jim Washington,ATL,12,F,6-7,210,Villanova,USA
Kermit Washington,LAL,3,F,6-8,230,American,USA
P. J.Washington,CHA,25,F,6-7,230,Kentucky,USA
Richard Washington,SAC,31,F,6-10,220,UCLA,USA
Stan Washington,WAS,20,G,6-4,190,San Diego,USA
Wilson Washington,BKN,42,F,6-9,227,Old Dominion,USA
Duane Washington Jr.,NYK,4,G,6-2,197,Ohio State,Germany
Ty TyWashington Jr.,HOU,0,G,6-3,195,Kentucky,USA
Yuta Watanabe,BKN,18,G-F,6-8,215,George Washington,Japan
Tremont Waters,WAS,51,G,5-10,175,Louisiana State,USA
Lindy Waters III,OKC,12,F,6-6,210,Oklahoma State,USA
Trendon Watford,POR,2,F,6-8,237,Louisiana State,USA
Darryl Watkins,SAC,31,C,6-11,258,Syracuse,USA
C. J.Watson,GSW,32,G,6-2,175,Tennessee,USA
Earl Watson,OKC,17,G,6-1,199,UCLA,USA
Jamie Watson,UTA,15,F,6-7,190,South Carolina,USA
Paul Watson,OKC,1,G,6-6,210,Fresno State,USA
Peyton Watson,DEN,8,G,6-7,200,UCLA,USA
Ron Watts,BOS,12,F,6-6,210,Wake Forest,USA
Slick Watts,OKC,00,G,6-1,175,Xavier of Louisiana,USA
Maalik Wayns,PHI,2,G,6-1,195,Villanova,USA
David Wear,SAC,31,F,6-10,230,UCLA,USA
Travis Wear,NYK,21,F,6-10,225,UCLA,USA
Clar. Weatherspoon,PHI,30.0,F,6-7,270,Southern Mississippi,USA
Nick Weatherspoon,WAS,12.0,F,6-7,195,Illinois,USA
Quinndary Weatherspoon,GSW,15.0,G,6-3,205,Mississippi State,USA
Kyle Weaver,OKC,5.0,G,6-6,201,Washington State,USA
Jeff Webb,MIL,10.0,G,6-4,170,Kansas State,USA
Marcus Webb,BOS,41.0,F,6-9,255,Alabama,USA
Spud Webb,ATL,4.0,G,5-7,133,North Carolina State,USA
James Webb III,BKN,0.0,F,6-9,202,Boise State,USA
Chris Webber,SAC,4.0,C-F,6-10,245,Michigan,USA
Briante Weber,HOU,3.0,G,6-2,165,Virginia Commonwealth,USA
Forest Weber,PRO,,,,,Purdue,USA
Jeff Webster,WAS,42.0,F,6-8,232,Oklahoma,USA
Martell Webster,POR,9.0,F-G,6-7,230,Seattle Preparatory HS (WA),USA
Marvin Webster,NYK,40.0,C,7-1,225,Morgan State,USA
Scott Wedman,SAC,8.0,F,6-7,215,Colorado,USA
Sonny Weems,TOR,24.0,F,6-6,203,Arkansas,USA
Dick Wehr,JET,,F,6-4,180,Rice,USA
Brant Weidner,SAS,25.0,F,6-9,230,William & Mary,USA
Bob Weiss,CHI,8.0,G,6-3,180,Penn State,USA
Rick Weitzman,BOS,26.0,G,6-2,175,Northeastern,USA
Bonzi Wells,POR,24.0,G-F,6-5,210,Ball State,USA
Bubba Wells,DAL,35.0,F,6-5,230,Austin Peay,USA
Owen Wells,HOU,30.0,F,6-7,200,Detroit,USA
Ralph Wells,WAS,23.0,G,6-1,180,Northwestern,USA
Chris Welp,PHI,40.0,C,7-0,245,Washington,USA
Jiri Welsch,BOS,44.0,F,6-7,208,Union Olimpija,Czech Republic
Thomas Welsh,DEN,45.0,C,7-0,255,UCLA,USA
Bill Wennington,CHI,34.0,C,7-0,277,St. John's (NY),USA
Matt Wenstrom,BOS,50.0,C,7-1,250,North Carolina,USA
Robert Werdann,DEN,41.0,C,6-11,250,St. John's (NY),USA
Ray Wertis,CLR,,G,5-11,,St. John's (NY),USA
Blake Wesley,SAS,14.0,G,6-4,185,Notre Dame,USA
David Wesley,CHA,4.0,G,6-1,203,Baylor,USA
Walt Wesley,SAC,21.0,C,6-11,220,Kansas,USA
David West,NOP,3.0,F,6-9,250,Xavier,USA
Delonte West,BOS,13.0,G,6-3,180,St. Joseph's (PA),USA
Doug West,MIN,2.0,G-F,6-6,220,Villanova,USA
Jerry West,LAL,44.0,G,6-3,175,West Virginia,USA
Mario West,ATL,6.0,G,6-5,210,Georgia Tech,USA
Mark West,PHX,41.0,C,6-10,246,Old Dominion,USA
Roland West,WAS,15.0,G,6-4,178,Cincinnati,USA
Russell Westbrook,LAC,0.0,G,6-3,200,UCLA,USA
Paul Westphal,PHX,44.0,G,6-4,195,Southern California,USA
John Wetzel,ATL,25.0,G,6-5,190,Virginia Tech,USA
Robert Whaley,UTA,54.0,C,6-10,260,Walsh,USA
Ennis Whatley,CHI,1.0,G,6-3,177,Alabama,USA
De JuanWheat,MEM,6.0,G,6-0,165,Louisville,USA
Clinton Wheeler,IND,11.0,G,6-1,185,William Paterson,USA
Tyson Wheeler,DEN,5.0,G,5-10,165,Rhode Island,USA
Lucian Whitaker,BOS,5.0,G,6-1,180,Kentucky,USA
Coby White,CHI,0.0,G,6-5,195,North Carolina,USA
D JWhite,CHA,8.0,F,6-9,250,Indiana,USA
Derrick White,BOS,9.0,G,6-4,190,Colorado,USA
Eric White,LAC,12.0,F,6-8,200,Pepperdine,USA
Herb White,ATL,34.0,G,6-2,195,Georgia,USA
Hubie White,GSW,23.0,G,6-4,205,Villanova,USA
Jack White,DEN,10.0,F,6-7,225,Duke,Australia
Jahidi White,WAS,55.0,C-F,6-9,290,Georgetown,USA
James White,NYK,4.0,G-F,6-7,215,Cincinnati,USA
Jojo White,BOS,10.0,G,6-3,190,Kansas,USA
Okaro White,WAS,15.0,F,6-8,215,Florida State,USA
Randy White,DAL,52.0,F,6-8,240,Louisiana Tech,USA
Rodney White,DEN,3.0,F,6-9,230,North Carolina-Charlotte,USA
Rory White,LAC,22.0,F,6-8,210,South Alabama,USA
Royce White,SAC,30.0,F,6-8,260,Iowa State,USA
Rudy White,HOU,10.0,G,6-2,195,Arizona State,USA
Terrico White,PHX,23.0,G,6-5,213,Mississippi,USA
Tony White,GSW,4.0,G,6-2,170,Tennessee,USA
Willie White,DEN,10.0,G,6-3,195,Tennessee-Chattanooga,USA
Andrew White III,ATL,4.0,F,6-7,210,Syracuse,USA
Isaiah Whitehead,BKN,12.0,G,6-4,213,Seton Hall,USA
Jerome Whitehead,GSW,6.0,C,6-10,220,Marquette,USA
Donald Whiteside,TOR,20.0,G,5-10,160,Northern Illinois,USA
Hassan Whiteside,UTA,21.0,C,7-0,265,Marshall,USA
Dwayne Whitfield,TOR,23.0,F,6-7,240,Jackson State,USA
Charles Whitney,SAC,43.0,F,6-5,235,North Carolina State,USA
Chris Whitney,WAS,12.0,G,6-0,175,Clemson,USA
Greg Whittington,DEN,3.0,F,6-8,210,Georgetown,USA
Shayne Whittington,IND,42.0,F-C,6-11,250,Western Michigan,USA
Sidney Wicks,POR,21.0,F,6-9,225,UCLA,USA
Murray Wier,ATL,17.0,G,5-9,155,Iowa,USA
Bob Wiesenhahn,SAC,71.0,F,6-4,215,Cincinnati,USA
Joe Wieskamp,TOR,11.0,G-F,6-6,205,Iowa,USA
Aaron Wiggins,OKC,21.0,G,6-5,190,Maryland,USA
Andrew Wiggins,GSW,22.0,F,6-7,197,Kansas,Canada
Mitchell Wiggins,HOU,23.0,G,6-4,185,Florida State,USA
Lindell Wigginton,MIL,28.0,G,6-1,189,Iowa State,Canada
Ken Wilburn,CHI,9.0,F,6-6,195,Central State,USA
C. J.Wilcox,LAC,23.0,G,6-5,195,Washington,USA
Chris Wilcox,LAC,44.0,F-C,6-10,235,Maryland,USA
D. C.Wilcutt,BOM,,G,6-2,165,St. Louis,USA
Gene Wiley,LAL,12.0,C,6-10,210,Wichita State,USA
Jacob Wiley,BKN,21.0,F,6-8,223,Eastern Washington,USA
Michael Wiley,LAC,21.0,F,6-9,200,Long Beach State,USA
Morlon Wiley,DAL,11.0,G,6-4,185,Long Beach State,USA
Win Wilfong,SAC,41.0,G,6-2,185,Memphis,USA
Lenny Wilkens,ATL,19.0,G,6-1,180,Providence,USA
Bob Wilkerson,DEN,33.0,G,6-6,195,Indiana,USA
Jamaal Wilkes,LAL,52.0,F,6-6,190,UCLA,USA
James Wilkes,CHI,34.0,F,6-7,195,UCLA,USA
Damien Wilkins,OKC,8.0,G-F,6-6,225,Georgia,USA
Dominique Wilkins,ATL,21.0,F,6-8,230,Georgia,USA
Eddielee Wilkins,NYK,55.0,C,6-10,220,Gardner-Webb,USA
Gerald Wilkins,NYK,21.0,G-F,6-6,225,Tennessee-Chattanooga,USA
Jeff Wilkins,UTA,45.0,C,6-10,230,Illinois State,USA
Dale Wilkinson,LAC,38.0,F,6-10,220,Idaho State,USA
Mike Wilks,OKC,29.0,G,5-10,180,Rice,USA
Aaron Williams,BKN,34.0,C-F,6-9,235,Xavier,USA
Alan Williams,PHX,15.0,F-C,6-8,265,California-Santa Barbara,USA
Alondes Williams,BKN,31.0,G,6-4,210,Wake Forest,USA
Alvin Williams,TOR,20.0,G,6-5,195,Villanova,USA
Arthur Williams,BOS,7.0,G,6-1,180,California State-Poly Pomona,USA
Bernie Williams,HOU,35.0,G,6-3,175,La Salle,USA
Bob Williams,LAL,33.0,F,6-6,230,Florida A&M,USA
Brandon Williams,GSW,17.0,F,6-6,215,Davidson,USA
Brandon Williams,POR,8.0,G,6-2,190,Arizona,USA
Buck Williams,BKN,52.0,F,6-8,225,Maryland,USA
C. J.Williams,LAC,12.0,G,6-5,226,North Carolina State,USA
Chuck Williams,LAC,11.0,G,6-2,175,Colorado,USA
Chuckie Williams,CLE,15.0,G,6-3,180,Kansas State,USA
Cliff Williams,DET,12.0,G,6-3,180,Bowling Green,USA
Corey Williams,CHI,12.0,G,6-3,190,Oklahoma State,USA
Deron Williams,UTA,31.0,G,6-3,200,Illinois,USA
Derrick Williams,MIN,3.0,F,6-8,240,Arizona,USA
Don Williams,UTA,20.0,G,6-2,180,Notre Dame,USA
Donovan Williams,ATL,,G,6-6,190,UNLV,USA
Earl Williams,PHX,52.0,C,6-7,230,Winston-Salem State,USA
Elliot Williams,PHI,25.0,G,6-5,180,Memphis,USA
Eric Williams,BOS,,F,6-8,220,Providence,USA
Frank Williams,NYK,30.0,G,6-3,212,Illinois,USA
Freeman Williams,LAC,20.0,G,6-4,190,Portland State,USA
Grant Williams,BOS,12.0,F,6-6,236,Tennessee,USA
Gus Williams,OKC,1.0,G,6-2,175,Southern California,USA
Guy Williams,WAS,34.0,F,6-9,200,Washington State,USA
Herb Williams,IND,32.0,C,6-11,260,Ohio State,USA
Hot  RodWilliams,CLE,18.0,C,6-11,245,Tulane,USA
Jalen Williams,OKC,8.0,G-F,6-5,211,Santa Clara,USA
Jason Williams,MEM,44.0,G,6-1,180,Florida,USA
Jawad Williams,CLE,31.0,F,6-9,218,North Carolina,USA
Jay Williams,CHI,22.0,G,6-2,195,Duke,USA
Jaylin Williams,OKC,6.0,F,6-9,240,Arkansas,USA
Jayson Williams,BKN,55.0,C-F,6-10,245,St. John's (NY),USA
Jerome Williams,DET,31.0,F-C,6-9,206,Georgetown,USA
John Williams,WAS,24.0,F,6-8,235,Louisiana State,USA
Johnathan Williams,LAL,19.0,F,6-9,228,Gonzaga,USA
Jordan Williams,BKN,20.0,C,6-10,260,Maryland,USA
Justin Williams,SAC,30.0,F,6-10,230,Wyoming,USA
Kenny Williams,IND,44.0,F,6-9,205,Elizabeth City State,USA
Kenrich Williams,OKC,34.0,G-F,6-6,210,TCU,USA
Kevin Williams,OKC,42.0,G,6-2,175,St. John's (NY),USA
Lorenzo Williams,DAL,43,C-F,6-9,230,Stetson,USA
Lou Williams,ATL,6,G,6-2,175,South Gwinnett HS (GA),USA
Marcus Williams,BKN,5,G,6-3,205,Connecticut,USA
Marcus Williams,LAC,2,G,6-7,207,Arizona,USA
Mark Williams,CHA,5,C,7-0,240,Duke,USA
Marvin Williams,ATL,20,F,6-8,237,North Carolina,USA
Micheal Williams,MIN,4,G,6-2,175,Baylor,USA
